L,Are you answering these questions for yourself - or are you answering on behalf someone else who has the medical problem,,,,,,,,,,,,,,,,Respondent answering on behalf of,,0
,,Right  inner knee - front,44,400,28,46,,,,,,,,,,,,,
,,Right inner knee - rear,68,399,17,46,,,,,,,,,,,,,
,,Right inner lower leg - rear,72,446,23,100,,,,,,,,,,,,,
,,Right inner lower leg - front,44,446,22,100,,,,,,,,,,,,,
,,Right inner ankle,55,546,32,28,,,,,,,,,,,,,
,,Right inner  heel,80,572,8,26,,,,,,,,,,,,,
,,Right inner foot,25,572,57,26,,,,,,,,,,,,,
,,Right inner toes ,25,572,57,26,,,,,,,,,,,,,
HM,Please indicate on this diagram the CURRENT POSITION AND EXTENT of the skin rash over all areas of the body # female,,,,,,,,,,,,,,,,The current position of rash,,
,,Midline scalp,243,25,16,20,,,,,,,,,,,,,
,,left scalp,259,25,19,20,,,,,,,,,,,,,
,,right scalp,224,25,19,20,,,,,,,,,,,,,
,,Midline forehead,243,44,16,11,,,,,,,,,,,,,
,,Bridge of nose,248,56,8,8,,,,,,,,,,,,,
,,left forehead,259,44,21,13,,,,,,,,,,,,,
,,right forehead,224,44,21,13,,,,,,,,,,,,,
,,left eye area,256,56,17,14,,,,,,,,,,,,,
,,right eye area,230,56,17,14,,,,,,,,,,,,,
,,left eye,256,62,14,7,,,,,,,,,,,,,
,,right eye,234,62,14,7,,,,,,,,,,,,,
,,left upper cheek,262,69,8,8,,,,,,,,,,,,,
,,right upper cheek,234,69,8,8,,,,,,,,,,,,,
,,left ear,274,56,9,22,,,,,,,,,,,,,
,,right ear,220,56,9,22,,,,,,,,,,,,,
,,left side of nose,256,68,7,10,,,,,,,,,,,,,
,,right side of nose,241,68,7,10,,,,,,,,,,,,,
,,left side of upper lip,256,80,3,5,,,,,,,,,,,,,
,,left side of lower lip,256,88,3,5,,,,,,,,,,,,,
,,right side of upper lip,246,80,3,5,,,,,,,,,,,,,
,,right side of lower lip,246,88,3,5,,,,,,,,,,,,,
,,left side of lower face,260,80,15,12,,,,,,,,,,,,,
,,right side of lower face,228,80,15,12,,,,,,,,,,,,,
,,midline nose,249,64,8,17,,,,,,,,,,,,,
,,midline upper lip,249,80,3,5,,,,,,,,,,,,,
,,midline lower lip,249,88,3,5,,,,,,,,,,,,,
,,chin,238,91,25,6,,,,,,,,,,,,,
,,right side of upper neck,230,98,15,12,,,,,,,,,,,,,
,,right side of lower neck,230,110,15,12,,,,,,,,,,,,,
,,midline upper neck,245,98,15,12,,,,,,,,,,,,,
,,midline lower neck,245,110,15,12,,,,,,,,,,,,,
,,leftside of upper neck,260,98,15,12,,,,,,,,,,,,,
,,leftside of lower neck,260,110,15,12,,,,,,,,,,,,,
,,left inner clavicle area,252,120,26,20,,,,,,,,,,,,,
,,left outer clavicle area,278,120,16,20,,,,,,,,,,,,,
,,right inner clavicle area,227,120,26,20,,,,,,,,,,,,,
,,right outer clavicle area,207,120,16,20,,,,,,,,,,,,,
,,left shoulder,293,120,26,40,,,,,,,,,,,,,
,,right shoulder,183,120,26,40,,,,,,,,,,,,,
,,left armpit,296,165,8,15,,,,,,,,,,,,,
,,right armpit,200,165,8,15,,,,,,,,,,,,,
,,sternum upper part,245,140,16,20,,,,,,,,,,,,,
,,upper left chest inner,260,140,19,20,,,,,,,,,,,,,
,,upper left chest outer,278,140,18,20,,,,,,,,,,,,,
,,upper right chest inner,227,140,19,20,,,,,,,,,,,,,
,,upper right chest outer,207,140,18,20,,,,,,,,,,,,,
,,mid sternum,244,160,16,20,,,,,,,,,,,,,
,,breast left upper outer quadrant,210,160,18,20,,,,,,,,,,,,,
,,breast left upper inner quadrant,227,160,18,20,,,,,,,,,,,,,
,,breast left lower outer quadrant,210,179,20,24,,,,,,,,,,,,,
,,breast left lower inner quadrant,227,179,20,24,,,,,,,,,,,,,
,,lower sternum,245,179,16,24,,,,,,,,,,,,,
,,breast right upper outer quadrant,207,160,18,20,,,,,,,,,,,,,
,,breast right upper inner quadrant,227,160,18,20,,,,,,,,,,,,,
,,breast right lower outer quadrant,207,179,20,24,,,,,,,,,,,,,
,,breast right lower inner quadrant,227,179,20,24,,,,,,,,,,,,,
,,Sternum lower third midline,245,179,16,24,,,,,,,,,,,,,
,,upper abdomen left inner,260,203,18,26,,,,,,,,,,,,,
,,upper abdomen right inner,227,203,18,26,,,,,,,,,,,,,
,,upper abdomen right outer,278,203,18,26,,,,,,,,,,,,,
,,upper abdomen left outer,207,203,16,26,,,,,,,,,,,,,
,,mid abdomen upper midline,245,229,15,35,,,,,,,,,,,,,
,,mid abdomen upper left inner,260,229,17,35,,,,,,,,,,,,,
,,mid abdomen upper right inner,227,229,17,35,,,,,,,,,,,,,
,,mid abdomen upper right outer,278,229,17,35,,,,,,,,,,,,,
,,mid abdomen upper left outer,207,229,17,35,,,,,,,,,,,,,
,,mid abdomen lower midline,245,263,15,25,,,,,,,,,,,,,
,,mid abdomen lower left inner,260,263,18,25,,,,,,,,,,,,,
,,mid abdomen lower right inner,227,263,18,25,,,,,,,,,,,,,
,,mid abdomen lower right outer,278,263,26,25,,,,,,,,,,,,,
,,mid abdomen lower left outer,207,263,26,25,,,,,,,,,,,,,
,,lower abdomen midline,245,288,15,26,,,,,,,,,,,,,
,,lower abdomen left inner,260,288,18,26,,,,,,,,,,,,,
,,lower abdomen right inner,227,288,18,26,,,,,,,,,,,,,
,,lower abdomen right outer,278,288,30,26,,,,,,,,,,,,,
,,lower abdomen left outer,207,288,30,26,,,,,,,,,,,,,
,,groin left,263,315,28,15,,,,,,,,,,,,,
,,groin right,216,315,28,15,,,,,,,,,,,,,
,,vulva left,252,315,10,15,,,,,,,,,,,,,
,,vulva right,244,315,10,15,,,,,,,,,,,,,
,,left hip,290,315,20,15,,,,,,,,,,,,,
,,right hip,195,315,20,15,,,,,,,,,,,,,
,,left leg upper thigh,252,331,56,37,,,,,,,,,,,,,
,,left leg lower thigh,252,368,54,42,,,,,,,,,,,,,
,,left leg knee,252,410,46,38,,,,,,,,,,,,,
,,left leg upper shin,252,448,46,59,,,,,,,,,,,,,
,,left leg lower shin,252,507,46,55,,,,,,,,,,,,,
,,left leg front of ankle,253,563,27,23,,,,,,,,,,,,,
,,left leg upper foot,252,584,44,13,,,,,,,,,,,,,
,,left leg toes,252,595,34,10,,,,,,,,,,,,,
,,right leg upper thigh,195,331,56,37,,,,,,,,,,,,,
,,right leg lower thigh,195,368,54,42,,,,,,,,,,,,,
,,right leg knee,195,410,46,38,,,,,,,,,,,,,
,,right leg upper shin,195,448,46,59,,,,,,,,,,,,,
,,right leg lower shin,195,507,46,55,,,,,,,,,,,,,
,,right leg front of ankle,195,563,27,23,,,,,,,,,,,,,
,,right leg upper foot,195,584,44,13,,,,,,,,,,,,,
,,right leg toes,195,595,34,10,,,,,,,,,,,,,
,,left upper arm upper,296,160,25,43,,,,,,,,,,,,,
,,left upper arm lower,296,203,24,32,,,,,,,,,,,,,
,,left elbow front,177,234,32,27,,,,,,,,,,,,,
,,left forearm front of,303,263,24,33,,,,,,,,,,,,,
,,left wrist and lower forearm,308,297,24,32,,,,,,,,,,,,,
,,left hand back of,316,331,16,21,,,,,,,,,,,,,
,,left hand fingers,316,352,16,25,,,,,,,,,,,,,
,,left thumb,308,332,8,32,,,,,,,,,,,,,
,,right upper arm upper,183,160,25,43,,,,,,,,,,,,,
,,right upper arm lower,183,203,24,32,,,,,,,,,,,,,
,,right elbow front,294,234,32,27,,,,,,,,,,,,,
,,right forearm front of,294,263,24,33,,,,,,,,,,,,,
,,right wrist and lower forearm,170,297,24,32,,,,,,,,,,,,,
,,right hand back of,170,331,16,21,,,,,,,,,,,,,
,,right thumb,187,332,8,32,,,,,,,,,,,,,
,,right hand fingers,171,354,16,25,,,,,,,,,,,,,
,,Midline scalp,447,23,17,33,,,,,,,,,,,,,
,,left scalp,426,23,17,34,,,,,,,,,,,,,
,,right scalp,463,23,20,32,,,,,,,,,,,,,
,,left ear back of,426,56,5,16,,,,,,,,,,,,,
,,right ear back of,478,56,5,16,,,,,,,,,,,,,
,,Occiput midline area - rear of skull,447,56,15,24,,,,,,,,,,,,,
,,Occiput left area - rear of skull,431,56,17,24,,,,,,,,,,,,,
,,Occiput right area - rear of skull,462,56,17,24,,,,,,,,,,,,,
,,Neck spine  midline,447,78,17,40,,,,,,,,,,,,,
,,Neck back right,462,78,12,38,,,,,,,,,,,,,
,,Neck back left,434,78,12,38,,,,,,,,,,,,,
,,Upper spine - upper back of chest,447,115,17,44,,,,,,,,,,,,,
,,Upper spine - lower back of chest,447,159,17,57,,,,,,,,,,,,,
,,Lower spine - lumbar spine,447,216,17,46,,,,,,,,,,,,,
,,Bottom of spine - sacrum spine,447,262,17,24,,,,,,,,,,,,,
,,Coccyx spine - tail,447,288,17,28,,,,,,,,,,,,,
,,Anal and perineal area,447,301,17,16,,,,,,,,,,,,,
,,Left inner top of back,428,115,20,18,,,,,,,,,,,,,
,,Left outer top of back,412,115,16,18,,,,,,,,,,,,,
,,Right inner top of back,462,115,20,18,,,,,,,,,,,,,
,,Right outer top of back,479,115,16,18,,,,,,,,,,,,,
,,Left upper outer rear chest,412,133,18,27,,,,,,,,,,,,,
,,Left upper inner rear chest,428,133,18,27,,,,,,,,,,,,,
,,Left lower outer rear chest,412,160,18,44,,,,,,,,,,,,,
,,Left lower inner rear chest,428,160,18,44,,,,,,,,,,,,,
,,right upper outer rear chest,478,133,18,27,,,,,,,,,,,,,
,,right upper inner rear chest,462,133,18,27,,,,,,,,,,,,,
,,right lower outer rear chest,412,160,18,44,,,,,,,,,,,,,
,,right lower inner rear chest,428,160,18,44,,,,,,,,,,,,,
,,Left upper outer back,412,203,18,27,,,,,,,,,,,,,
,,Left upper inner back,428,203,18,27,,,,,,,,,,,,,
,,Left lower outer back,412,228,18,35,,,,,,,,,,,,,
,,Left lower inner back,428,228,18,35,,,,,,,,,,,,,
,,right upper outer back,478,203,18,27,,,,,,,,,,,,,
,,right upper inner back,462,203,18,27,,,,,,,,,,,,,
,,right lower outer back,412,228,18,35,,,,,,,,,,,,,
,,right lower inner back,428,228,18,35,,,,,,,,,,,,,
,,left buttock upper outer quadrant,406,263,22,25,,,,,,,,,,,,,
,,left buttock upper inner quadrant,428,263,20,25,,,,,,,,,,,,,
,,left buttock lower outer quadrant,406,288,21,38,,,,,,,,,,,,,
,,left buttock lower inner quadrant,428,288,21,38,,,,,,,,,,,,,
,,right buttock upper outer quadrant,480,263,22,25,,,,,,,,,,,,,
,,right buttock upper inner quadrant,462,263,20,25,,,,,,,,,,,,,
,,right buttock lower outer quadrant,480,288,21,38,,,,,,,,,,,,,
,,right buttock lower inner quadrant,462,288,21,38,,,,,,,,,,,,,
,,left hip - rear,398,292,9,37,,,,,,,,,,,,,
,,right hip - rear ,500,292,9,37,,,,,,,,,,,,,
,,left leg upper back of thigh,398,328,54,40,,,,,,,,,,,,,
,,left leg lower back of thigh,398,368,54,42,,,,,,,,,,,,,
,,left leg back of knee,398,410,56,39,,,,,,,,,,,,,
,,left leg upper calf,398,448,56,55,,,,,,,,,,,,,
,,left leg lower calf,398,502,56,68,,,,,,,,,,,,,
,,left leg back of ankle,434,570,20,22,,,,,,,,,,,,,
,,left back of heel,434,593,15,17,,,,,,,,,,,,,
,,right leg upper back of thigh,454,328,54,40,,,,,,,,,,,,,
,,right leg lower back of thigh,454,368,54,42,,,,,,,,,,,,,
,,right leg back of knee,454,410,56,39,,,,,,,,,,,,,
,,right leg upper calf,454,448,56,55,,,,,,,,,,,,,
,,right leg lower calf,454,502,56,68,,,,,,,,,,,,,
,,right leg back of ankle,454,570,20,22,,,,,,,,,,,,,
,,right back of heel,454,593,15,17,,,,,,,,,,,,,
,,left upper foot and toes,422,582,13,24,,,,,,,,,,,,,
,,right upper foot and toes,471,585,13,15,,,,,,,,,,,,,
,,back of left shoulder,384,126,28,34,,,,,,,,,,,,,
,,back of right shoulder,494,126,28,34,,,,,,,,,,,,,
,,left upper arm upper,384,160,22,44,,,,,,,,,,,,,
,,left upper arm lower,384,203,26,25,,,,,,,,,,,,,
,,left elbow back,378,228,32,35,,,,,,,,,,,,,
,,left forearm upper side of,378,263,26,25,,,,,,,,,,,,,
,,left forearm lower side of,378,289,18,21,,,,,,,,,,,,,
,,left wrist,378,309,17,31,,,,,,,,,,,,,
,,left outside side of hand,372,327,19,22,,,,,,,,,,,,,
,,left hand thumb,386,327,9,36,,,,,,,,,,,,,
,,left hand 4th and 5th fingers,386,350,17,27,,,,,,,,,,,,,
,,right upper arm upper,494,160,22,44,,,,,,,,,,,,,
,,right upper arm lower,494,203,26,25,,,,,,,,,,,,,
,,right elbow back,494,228,32,35,,,,,,,,,,,,,
,,right forearm upper front of,504,263,26,25,,,,,,,,,,,,,
,,right forearm lower front of,509,289,18,21,,,,,,,,,,,,,
,,right wrist,513,309,17,31,,,,,,,,,,,,,
,,right outside side of hand ,516,326,18,23,,,,,,,,,,,,,
,,right hand thumb,510,327,6,36,,,,,,,,,,,,,
,,right hand 4th and 5th fingers,521,349,13,27,,,,,,,,,,,,,
,,Right scalp,544,22,65,20,,,,,,,,,,,,,
,,Right forehead,595,44,14,13,,,,,,,,,,,,,
,,Right temporal area,563,44,28,13,,,,,,,,,,,,,
,,Right upper rear of head,544,44,24,13,,,,,,,,,,,,,
,,Right eye,592,60,12,7,,,,,,,,,,,,,
,,Right eye area,589,56,16,13,,,,,,,,,,,,,
,,Right in front of the ear,573,56,16,22,,,,,,,,,,,,,
,,Right ear,562,56,9,22,,,,,,,,,,,,,
,,Right lower rear of head - Occiput area,544,56,22,22,,,,,,,,,,,,,
,,Right side of nose,603,62,9,18,,,,,,,,,,,,,
,,Right cheek - upper,588,67,17,11,,,,,,,,,,,,,
,,Right upper lip,598,80,8,7,,,,,,,,,,,,,
,,Right cheek - lower,572,67,26,10,,,,,,,,,,,,,
,,Right side of chin,594,90,8,7,,,,,,,,,,,,,
,,Right side of jaw,579,87,12,9,,,,,,,,,,,,,
,,Right upper neck immediately below angle of jaw - ,572,92,8,4,,,,,,,,,,,,,
,,Right lower neck -front,576,96,16,24,,,,,,,,,,,,,
,,Right lower neck - mid,558,78,11,42,,,,,,,,,,,,,
,,Neck spine Right side,546,77,12,42,,,,,,,,,,,,,
,,Right collar bone area,560,118,24,18,,,,,,,,,,,,,
,,Right top of back area,541,118,20,18,,,,,,,,,,,,,
,,Right shoulder joint,556,133,28,27,,,,,,,,,,,,,
,,Right upper chest ,581,133,28,27,,,,,,,,,,,,,
,,Right outer upper upper-arm,556,160,26,33,,,,,,,,,,,,,
,,Right upper breast,584,160,37,19,,,,,,,,,,,,,
,,Right lower breast,584,179,38,24,,,,,,,,,,,,,
,,Right upper abdomen,582,202,28,28,,,,,,,,,,,,,
,,Right outer lower upper-arm,556,192,26,35,,,,,,,,,,,,,
,,Right mid  abdominal above umbulicus,580,228,28,31,,,,,,,,,,,,,
,,Right mid  abdominal below umbilicus,587,258,26,30,,,,,,,,,,,,,
,,Right lower abdominal ,589,288,20,28,,,,,,,,,,,,,
,,Right buttock upper quadrant,540,262,20,40,,,,,,,,,,,,,
,,Right buttock lower quadrant,540,300,21,36,,,,,,,,,,,,,
,,Upper spine - upper rear of chest Right side,540,120,16,62,,,,,,,,,,,,,
,,Upper spine - lower rear of chest Right side,540,186,16,50,,,,,,,,,,,,,
,,Right hip area,560,300,13,36,,,,,,,,,,,,,
,,Right front of hip area,574,312,3,24,,,,,,,,,,,,,
,,Right elbow outer,556,230,18,38,,,,,,,,,,,,,
,,Right forearm upper outer - front,572,265,11,23,,,,,,,,,,,,,
,,Right forearm upper outer - rear,565,265,5,17,,,,,,,,,,,,,
,,Right forearm lower outer,576,288,9,19,,,,,,,,,,,,,
,,Right upper wrist ,578,306,10,22,,,,,,,,,,,,,
,,Right back of hand,584,326,14,17,,,,,,,,,,,,,
,,Right 5th and 4th fingers,592,345,10,18,,,,,,,,,,,,,
,,Left forearm lower inner,612,210,52,52,,,,,,,,,,,,,
,,Left wrist inner,622,261,25,14,,,,,,,,,,,,,
,,Left palm of hand,632,285,15,8,,,,,,,,,,,,,
,,Left thumb,644,276,14,7,,,,,,,,,,,,,
,,Left fingers,652,294,15,25,,,,,,,,,,,,,
,,Right upper outer thigh - rear,553,336,25,34,,,,,,,,,,,,,
,,Right upper outer thigh - mid,579,336,6,34,,,,,,,,,,,,,
,,Right lower outer thigh - rear,553,368,19,42,,,,,,,,,,,,,
,,Right lower outer thigh - mid,572,368,16,42,,,,,,,,,,,,,
,,Right lower outer thigh - front,588,397,8,38,,,,,,,,,,,,,
,,Right  outer knee - front,575,410,17,38,,,,,,,,,,,,,
,,Right outer knee - rear,538,410,39,38,,,,,,,,,,,,,
,,Right outer lower leg - rear,540,450,21,113,,,,,,,,,,,,,
,,Right outer lower leg - front,558,450,21,113,,,,,,,,,,,,,
,,Right outer ankle,544,562,34,22,,,,,,,,,,,,,
,,Right outer  heel,536,584,19,22,,,,,,,,,,,,,
,,Right outer foot,551,584,50,22,,,,,,,,,,,,,
,,Right outer toes ,602,599,20,9,,,,,,,,,,,,,
,,Left upper thigh,606,315,43,53,,,,,,,,,,,,,
,,Left lower inner thigh - front,610,368,34,43,,,,,,,,,,,,,
,,Left lower inner thigh - mid,603,368,10,43,,,,,,,,,,,,,
,,Left  inner knee - front,612,410,32,38,,,,,,,,,,,,,
,,Left inner knee - rear,591,410,20,38,,,,,,,,,,,,,
,,Left inner lower leg - rear,584,449,21,106,,,,,,,,,,,,,
,,Left inner lower leg - front,606,449,22,106,,,,,,,,,,,,,
,,Left inner ankle,588,555,40,20,,,,,,,,,,,,,
,,Left inner  heel,588,574,13,16,,,,,,,,,,,,,
,,Left inner foot,601,574,48,30,,,,,,,,,,,,,
,,Left inner toes ,647,574,21,30,,,,,,,,,,,,,
,,Left scalp,95,22,65,20,,,,,,,,,,,,,
,,Left forehead,95,44,14,13,,,,,,,,,,,,,
,,Left temporal area,109,44,28,13,,,,,,,,,,,,,
,,Left upper rear of head,136,44,24,13,,,,,,,,,,,,,
,,Left eye,101,60,12,7,,,,,,,,,,,,,
,,Left eye area,99,56,16,13,,,,,,,,,,,,,
,,Left in front of the ear,115,56,16,22,,,,,,,,,,,,,
,,Left ear,130,56,9,22,,,,,,,,,,,,,
,,Left lower rear of head - Occiput area,138,56,22,22,,,,,,,,,,,,,
,,left side of nose,90,62,9,18,,,,,,,,,,,,,
,,Left cheek - upper,99,67,17,11,,,,,,,,,,,,,
,,Left upper lip,96,80,8,7,,,,,,,,,,,,,
,,Left cheek - lower,105,67,26,10,,,,,,,,,,,,,
,,Left side of chin,101,90,8,7,,,,,,,,,,,,,
,,Left side of jaw,108,87,12,9,,,,,,,,,,,,,
,,Left upper neck immediately below angle of jaw - ,122,92,8,4,,,,,,,,,,,,,
,,Left lower neck -front,118,96,16,24,,,,,,,,,,,,,
,,left lower neck - mid,134,78,11,42,,,,,,,,,,,,,
,,Neck spine Left side,145,77,12,42,,,,,,,,,,,,,
,,Left collar bone area,119,118,24,18,,,,,,,,,,,,,
,,Left top of back area,145,118,20,18,,,,,,,,,,,,,
,,Left shoulder joint,117,133,28,27,,,,,,,,,,,,,
,,Left upper chest ,89,133,28,27,,,,,,,,,,,,,
,,Left outer upper upper-arm,116,160,26,33,,,,,,,,,,,,,
,,Left upper breast,80,160,37,19,,,,,,,,,,,,,
,,Left lower breast,80,179,38,24,,,,,,,,,,,,,
,,Left upper abdomen,94,202,28,28,,,,,,,,,,,,,
,,Left outer lower upper-arm,122,192,26,35,,,,,,,,,,,,,
,,Left mid  abdominal above umbulicus,93,228,28,31,,,,,,,,,,,,,
,,Left mid  abdominal below umbilicus,90,258,26,30,,,,,,,,,,,,,
,,Left lower abdominal ,90,288,20,28,,,,,,,,,,,,,
,,Left buttock upper quadrant,142,262,20,40,,,,,,,,,,,,,
,,Left buttock lower quadrant,139,300,21,36,,,,,,,,,,,,,
,,Upper spine - upper rear of chest Left side,147,120,16,62,,,,,,,,,,,,,
,,Upper spine - lower rear of chest Left side,146,186,16,50,,,,,,,,,,,,,
,,Left hip area,127,300,13,36,,,,,,,,,,,,,
,,Left front of hip area,123,312,3,24,,,,,,,,,,,,,
,,Left elbow outer,123,230,18,38,,,,,,,,,,,,,
,,Left forearm upper outer - front,120,265,11,23,,,,,,,,,,,,,
,,Left forearm upper outer - rear,130,265,5,17,,,,,,,,,,,,,
,,Left forearm lower outer,115,288,9,19,,,,,,,,,,,,,
,,Left upper wrist ,112,306,10,22,,,,,,,,,,,,,
,,Left back of hand,102,326,14,17,,,,,,,,,,,,,
,,Left 5th and 4th fingers,100,345,10,18,,,,,,,,,,,,,
,,Right forearm lower inner,37,210,52,52,,,,,,,,,,,,,
,,Right wrist inner,41,261,25,14,,,,,,,,,,,,,
,,Right palm of hand,34,285,15,8,,,,,,,,,,,,,
,,Right thumb,27,276,14,7,,,,,,,,,,,,,
,,Right fingers,14,294,15,25,,,,,,,,,,,,,
,,Left upper outer thigh - rear,123,336,27,34,,,,,,,,,,,,,
,,Left upper outer thigh - mid,118,336,6,34,,,,,,,,,,,,,
,,Left lower outer thigh - rear,130,368,32,42,,,,,,,,,,,,,
,,Left lower outer thigh - mid,116,368,15,42,,,,,,,,,,,,,
,,Left lower outer thigh - front,107,397,8,38,,,,,,,,,,,,,
,,Left  outer knee - front,107,410,24,38,,,,,,,,,,,,,
,,Left outer knee - rear,130,410,34,38,,,,,,,,,,,,,
,,Left outer lower leg - rear,140,450,24,113,,,,,,,,,,,,,
,,Left outer lower leg - front,115,450,26,113,,,,,,,,,,,,,
,,Left outer ankle,128,562,32,22,,,,,,,,,,,,,
,,Left outer  heel,152,584,16,22,,,,,,,,,,,,,
,,Left outer foot,102,584,50,22,,,,,,,,,,,,,
,,Left outer toes ,83,599,20,9,,,,,,,,,,,,,
,,Right upper thigh,54,315,43,53,,,,,,,,,,,,,
,,Right lower inner thigh - front,88,368,34,43,,,,,,,,,,,,,
,,Right lower inner thigh - mid,88,368,10,43,,,,,,,,,,,,,
,,Right  inner knee - front,54,410,24,38,,,,,,,,,,,,,
,,Right inner knee - rear,78,410,28,38,,,,,,,,,,,,,
,,Right inner lower leg - rear,78,449,25,106,,,,,,,,,,,,,
,,Right inner lower leg - front,48,449,31,106,,,,,,,,,,,,,
,,Right inner ankle,48,555,51,20,,,,,,,,,,,,,
,,Right inner  heel,75,574,13,24,,,,,,,,,,,,,
,,Right inner foot,28,574,48,30,,,,,,,,,,,,,
,,Right inner toes ,8,574,21,30,,,,,,,,,,,,,
L,Did the rash first start in a smaller or different part of the body before spreading to the areas which are now affected,,,,,,,,,,,,,,,,Whether rash has spread to other areas ,,
,,yes,,,,,,,,,,,,,,,,,
HM,,,Please indicate on this diagram as to where the rash INITIALLY STARTED # male,,,,,,,,,,,,,,Initial location of rash,,
,,,,Midline scalp,248,18,14,24,,,,,,,,,,,
,,,,left scalp,264,18,21,24,,,,,,,,,,,
,,,,right scalp,227,18,23,24,,,,,,,,,,,
,,,,Midline forehead,248,41,13,12,,,,,,,,,,,
,,,,Bridge of nose,251,52,10,7,,,,,,,,,,,
,,,,left forehead,263,40,22,11,,,,,,,,,,,
,,,,right forehead,227,42,22,10,,,,,,,,,,,
,,,,left eye area,260,64,22,10,,,,,,,,,,,
,,,,right eye area,228,56,22,10,,,,,,,,,,,
,,,,left eye,261,57,12,6,,,,,,,,,,,
,,,,right eye,238,57,12,6,,,,,,,,,,,
,,,,left cheek,265,64,16,14,,,,,,,,,,,
,,,,right cheek,230,68,16,14,,,,,,,,,,,
,,,,left ear,282,56,8,24,,,,,,,,,,,
,,,,right ear,225,56,8,24,,,,,,,,,,,
,,,,left side of nose,259,63,7,12,,,,,,,,,,,
,,,,right side of nose,242,63,7,12,,,,,,,,,,,
,,,,left side of upper lip,260,76,8,4,,,,,,,,,,,
,,,,left side of lower lip,260,82,6,5,,,,,,,,,,,
,,,,right side of upper lip,248,76,8,5,,,,,,,,,,,
,,,,right side of lower lip,247,82,6,5,,,,,,,,,,,
,,,,left side of lower face,266,78,15,15,,,,,,,,,,,
,,,,right side of lower face,229,78,15,15,,,,,,,,,,,
,,,,midline nose,252,60,7,14,,,,,,,,,,,
,,,,midline upper lip,252,75,8,8,,,,,,,,,,,
,,,,midline lower lip,253,84,8,1,,,,,,,,,,,
,,,,chin,245,82,20,10,,,,,,,,,,,
,,,,right side of upper neck,236,93,9,13,,,,,,,,,,,
,,,,right side of lower neck,234,105,11,16,,,,,,,,,,,
,,,,midline upper neck,248,93,12,12,,,,,,,,,,,
,,,,midline lower neck,248,105,13,12,,,,,,,,,,,
,,,,leftside of upper neck,264,92,9,13,,,,,,,,,,,
,,,,leftside of lower neck,264,105,9,13,,,,,,,,,,,
,,,,left inner clavicle area,257,120,22,21,,,,,,,,,,,
,,,,left outer clavicle area,279,120,25,26,,,,,,,,,,,
,,,,right inner clavicle area,233,120,22,21,,,,,,,,,,,
,,,,right outer clavicle area,209,120,25,26,,,,,,,,,,,
,,,,left shoulder,304,129,34,34,,,,,,,,,,,
,,,,right shoulder,173,125,34,34,,,,,,,,,,,
,,,,left armpit,303,173,8,10,,,,,,,,,,,
,,,,right armpit,196,173,8,10,,,,,,,,,,,
,,,,upper chest midline,251,143,14,26,,,,,,,,,,,
,,,,upper left chest inner,265,143,16,26,,,,,,,,,,,
,,,,upper left chest outer,280,143,20,26,,,,,,,,,,,
,,,,upper right chest inner,242,143,10,26,,,,,,,,,,,
,,,,upper right chest outer,207,143,36,26,,,,,,,,,,,
,,,,lower chest half midline,252,168,12,36,,,,,,,,,,,
,,,,lower chest half left inner,264,168,20,36,,,,,,,,,,,
,,,,lower chest half left outer,284,168,24,36,,,,,,,,,,,
,,,,lower chest half right inner,228,168,24,36,,,,,,,,,,,
,,,,lower chest half right outer,200,168,28,36,,,,,,,,,,,
,,,,upper abdomen midline,251,204,12,28,,,,,,,,,,,
,,,,upper abdomen left inner,263,204,22,28,,,,,,,,,,,
,,,,upper abdomen right inner,232,204,20,28,,,,,,,,,,,
,,,,upper abdomen right outer,208,204,26,28,,,,,,,,,,,
,,,,upper abdomen left outer,284,204,16,28,,,,,,,,,,,
,,,,mid abdomen upper midline,249,232,15,65,,,,,,,,,,,
,,,,mid abdomen upper left inner,265,232,20,65,,,,,,,,,,,
,,,,mid abdomen upper right inner,232,232,19,65,,,,,,,,,,,
,,,,mid abdomen upper right outer,210,232,24,65,,,,,,,,,,,
,,,,mid abdomen upper left outer,284,232,20,65,,,,,,,,,,,
,,,,mid abdomen lower midline,249,266,20,32,,,,,,,,,,,
,,,,mid abdomen lower left inner,265,266,20,32,,,,,,,,,,,
,,,,mid abdomen lower right inner,232,266,19,32,,,,,,,,,,,
,,,,mid abdomen lower right outer,210,266,24,31,,,,,,,,,,,
,,,,mid abdomen lower left outer,284,266,20,31,,,,,,,,,,,
,,,,lower abdomen midline,254,299,14,38,,,,,,,,,,,
,,,,lower abdomen left inner,264,299,21,38,,,,,,,,,,,
,,,,lower abdomen right inner,231,299,18,38,,,,,,,,,,,
,,,,lower abdomen right outer,208,299,25,38,,,,,,,,,,,
,,,,lower abdomen left outer,284,299,21,38,,,,,,,,,,,
,,,,groin left,276,328,24,17,,,,,,,,,,,
,,,,groin right,216,328,27,17,,,,,,,,,,,
,,,,Hip left,294,328,16,16,,,,,,,,,,,
,,,,Hip right,203,328,16,16,,,,,,,,,,,
,,,,scrotum left,257,337,16,21,,,,,,,,,,,
,,,,scrotum right,240,337,16,21,,,,,,,,,,,
,,,,Penis,253,337,8,29,,,,,,,,,,,
,,,,left leg upper thigh,258,348,51,58,,,,,,,,,,,
,,,,left leg lower thigh,258,407,49,34,,,,,,,,,,,
,,,,left leg knee,264,441,37,38,,,,,,,,,,,
